#1.2													
20812	12												
Name	Description	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Polyp_1	Polyp_2	Polyp_3	Polyp_4	Polyp_5	Polyp_6
PCBP2	na	9.241150783	8.861839703	9.009858348	3.069652159	9.320748193	6.866186878	8.848209027	9.79452728	9.722111358	9.148273959	9.62650978	9.784198889
PCBP3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCBP4	na	2.503541272	4.789889861	2.691541507	3.069652159	3.920275322	5.467637502	4.385330107	5.774083177	5.428428581	5.272080161	4.478326558	6.127480548
PCCA	na	5.626923688	5.722775665	5.924202264	3.069652159	5.677705018	2.008205883	5.691991445	5.293193131	5.305571833	5.547714604	4.865349681	4.81627886
PCCB	na	2.018114445	3.652386338	4.617540926	3.069652159	2.6978829	3.593168384	4.224865435	4.339987342	6.042537428	2.609115148	3.099814934	4.309318871
PCDH1	na	3.603076946	4.500383244	3.539538414	3.069652159	2.987389518	2.008205883	5.26668561	5.840680926	4.943001754	5.41647007	4.865349681	5.105785477
PCDH10	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	2.609115148	0.77788684	0.061391358
PCDH11X	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCDH11Y	na	2.018114445	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCDH12	na	1.281148851	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	2.485838209	-0.186281263	1.024152648	2.36284934	0.061391358
PCDH15	na	4.219748306	2.915420743	0.369613412	3.069652159	2.335312821	2.008205883	0.137402593	2.872861332	2.621073659	5.272080161	0.77788684	3.520822977
PCDH17	na	2.866111352	1.330458243	0.369613412	3.069652159	2.6978829	2.008205883	0.137402593	2.244830109	-0.186281263	3.83150757	0.77788684	3.231316359
PCDH18	na	8.343644777	6.945168087	5.727165417	3.069652159	8.633866408	5.178130885	6.512442025	7.917255451	5.83608655	6.068546767	8.108803718	7.280559878
PCDH19	na	2.018114445	2.915420743	1.954575913	3.069652159	1.1129204	2.008205883	1.722365094	3.308960447	2.135646832	1.024152648	6.755166763	2.383319453
PCDH20	na	2.866111352	4.137813165	3.829045031	3.069652159	2.335312821	2.008205883	3.596834212	3.42925468	4.337280693	2.609115148	0.77788684	3.231316359
PCDH7	na	3.396626068	4.137813165	1.954575913	3.069652159	3.434848495	2.008205883	4.660964549	4.513318945	3.901181578	4.194077649	0.77788684	3.968281954
PCDH8	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCDH9	na	1.281148851	3.652386338	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	3.231316359
PCDHAC2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	4.457574927	1.024152648	3.947811841	1.646353859
PCDHB1	na	3.155617969	1.330458243	1.954575913	3.069652159	-0.472042101	7.293608102	0.137402593	-1.214601509	1.398681238	3.346080743	0.77788684	2.383319453
PCDHB10	na	4.554167345	5.030897961	3.539538414	3.069652159	3.61542074	4.330133978	2.944757515	4.618288505	2.621073659	4.483584266	3.947811841	3.761831076
PCDHB11	na	3.396626068	4.500383244	2.691541507	3.069652159	-0.472042101	4.815560805	0.137402593	4.277251587	-0.186281263	3.346080743	0.77788684	3.231316359
PCDHB12	na	5.762275541	5.237348838	1.954575913	3.069652159	3.61542074	6.095668725	3.596834212	3.739594801	3.514158455	2.609115148	4.478326558	4.309318871
PCDHB13	na	4.451073852	4.500383244	4.617540926	6.770091878	3.920275322	5.467637502	3.307327595	5.385311333	3.514158455	3.346080743	0.77788684	4.584953314
PCDHB14	na	2.503541272	4.500383244	3.176968334	3.069652159	1.1129204	5.708645601	1.722365094	2.485838209	-0.186281263	1.024152648	2.36284934	0.061391358
PCDHB15	na	3.603076946	3.652386338	1.954575913	3.069652159	3.61542074	5.708645601	3.596834212	3.308960447	3.273150356	3.83150757	0.77788684	3.231316359
PCDHB16	na	5.529076364	4.500383244	3.176968334	4.65461466	4.282845401	7.217659249	3.596834212	4.339987342	6.413631579	1.024152648	3.585241762	4.309318871
PCDHB17	na	3.783649191	4.500383244	0.369613412	4.65461466	1.1129204	5.915096479	2.459330688	3.308960447	2.621073659	1.024152648	2.36284934	1.646353859
PCDHB2	na	4.34004254	4.137813165	1.954575913	6.529083778	1.849885994	5.708645601	1.722365094	2.485838209	2.135646832	1.024152648	0.77788684	5.61598021
PCDHB3	na	4.219748306	5.417921084	3.539538414	3.069652159	2.987389518	6.400523306	4.224865435	4.277251587	1.398681238	3.83150757	5.301448796	3.520822977
PCDHB4	na	3.944113864	2.915420743	0.369613412	3.069652159	1.1129204	2.008205883	1.722365094	2.244830109	2.135646832	2.609115148	0.77788684	0.061391358
PCDHB5	na	4.088503773	3.652386338	2.691541507	5.391580254	1.849885994	5.178130885	2.459330688	4.400108335	2.135646832	3.346080743	2.36284934	2.86874628
PCDHB6	na	5.5788294	5.417921084	1.954575913	3.069652159	1.849885994	6.652062073	2.459330688	3.82979261	2.135646832	2.609115148	0.77788684	3.520822977
PCDHB7	na	4.905639716	3.652386338	0.369613412	6.239577161	1.849885994	4.815560805	2.459330688	3.033326004	2.135646832	2.609115148	4.684777435	2.86874628
PCDHB8	na	3.396626068	5.237348838	5.124500914	4.65461466	1.849885994	5.467637502	0.137402593	2.485838209	-0.186281263	1.024152648	5.301448796	3.520822977
PCDHB9	na	5.424106805	5.030897961	1.954575913	3.069652159	4.482154209	6.962402194	2.459330688	3.739594801	2.983643738	2.609115148	2.36284934	3.231316359
PCDHGB8P	na	5.053738355	3.652386338	0.369613412	3.069652159	2.987389518	6.531767839	4.224865435	4.070800709	3.514158455	3.346080743	2.36284934	5.105785477
PCDHGC5	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	3.346080743	0.77788684	0.061391358
PCF11	na	5.250775202	4.789889861	6.709463415	3.069652159	5.410600948	4.330133978	5.26668561	5.553582815	4.767915047	2.609115148	6.332475691	5.346793577
PCGEM1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCGF1	na	4.554167345	4.137813165	5.498896429	3.069652159	3.61542074	3.593168384	3.596834212	4.513318945	4.457574927	3.83150757	3.585241762	4.148854199
PCGF2	na	-0.30381365	2.915420743	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	1.398681238	3.346080743	0.77788684	0.061391358
PCGF3	na	-0.30381365	4.789889861	5.414007531	3.069652159	4.051519855	2.008205883	2.944757515	3.739594801	4.06164625	4.724592366	3.099814934	3.968281954
PCGF5	na	6.751468786	5.974314432	7.820824524	3.069652159	6.822578648	2.008205883	6.766759213	5.125248493	5.922243194	6.233606013	5.532774342	6.365172106
PCGF6	na	4.74058047	4.789889861	4.457076253	4.65461466	4.051519855	6.095668725	3.837842311	2.485838209	3.514158455	1.024152648	3.099814934	5.270844724
PCID2	na	6.20398099	3.652386338	5.013469602	3.069652159	5.831738647	2.008205883	5.181796713	5.471899018	5.595078451	4.724592366	5.025814353	4.81627886
PCIF1	na	3.944113864	3.652386338	4.617540926	3.069652159	3.775885412	4.330133978	3.596834212	5.774083177	3.901181578	5.272080161	4.478326558	5.270844724
PCK1	na	3.603076946	1.330458243	2.691541507	3.069652159	1.849885994	5.467637502	0.137402593	2.692289086	1.398681238	1.024152648	4.865349681	0.061391358
PCK2	na	4.088503773	2.915420743	3.829045031	3.069652159	2.335312821	2.008205883	5.181796713	2.692289086	3.720609333	1.024152648	0.77788684	1.646353859
PCLO	na	2.866111352	2.915420743	4.893175368	3.069652159	3.228397617	2.008205883	3.307327595	4.142950495	4.943001754	4.724592366	3.585241762	5.105785477
PCM1	na	8.031576705	6.688010247	7.770492848	3.069652159	8.690349228	3.593168384	7.432023342	6.768392065	6.003543296	6.69657799	7.187277776	6.083759171
PCMTD1	na	6.56655107	5.974314432	6.391981225	3.069652159	7.732529043	5.178130885	6.477252596	6.46487859	6.413631579	5.882133643	6.332475691	6.537124789
PCMTD2	na	7.114038865	7.002883585	6.744652843	5.877007081	6.858874777	2.008205883	7.007767313	7.937683333	6.443075357	6.752073102	7.720401345	7.374274313
PCNA	na	6.684871037	5.722775665	7.358298099	3.069652159	5.831738647	2.008205883	5.865323048	5.355254099	6.555185723	5.547714604	6.135438844	4.919372353
PCNP	na	8.101327813	7.806191674	6.998970032	3.069652159	7.915975184	4.330133978	7.898953826	6.661915437	7.948145057	6.954889985	7.377799682	6.436430789
PCNT	na	2.503541272	1.330458243	3.539538414	3.069652159	2.335312821	2.008205883	4.529720016	5.355254099	4.06164625	4.483584266	2.36284934	4.309318871
PCNX	na	5.368611692	5.030897961	6.252256461	3.069652159	5.831738647	4.330133978	5.62925569	6.710210994	5.696361786	6.752073102	6.660529889	5.944034407
PCNXL2	na	5.424106805	5.030897961	5.861466508	3.069652159	5.90299733	2.008205883	5.494954598	6.151720705	4.943001754	5.111615489	5.301448796	6.038671282
PCNXL3	na	3.155617969	4.500383244	5.013469602	3.069652159	1.849885994	3.593168384	1.722365094	4.975223049	4.943001754	4.724592366	4.478326558	4.148854199
PCOLCE	na	5.673466274	5.854020199	4.761930835	3.069652159	4.657240916	4.330133978	6.512442025	7.173415776	4.767915047	5.41647007	6.660529889	5.270844724
PCOLCE2	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
PCP2	na	2.018114445	2.915420743	0.369613412	3.069652159	1.1129204	4.330133978	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	3.520822977
PCP4	na	1.281148851	1.330458243	0.369613412	3.069652159	2.6978829	2.008205883	1.722365094	1.955323492	1.398681238	1.024152648	0.77788684	0.061391358
PCP4L1	na	2.018114445	5.237348838	6.519360532	3.069652159	5.082546751	2.008205883	6.87886958	4.762678414	5.541639192	4.194077649	4.237318458	4.309318871
PCSK1	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCSK2	na	-0.30381365	3.652386338	1.954575913	3.069652159	2.6978829	3.593168384	1.722365094	3.308960447	2.135646832	1.024152648	0.77788684	1.646353859
PCSK4	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	2.944757515	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCSK5	na	4.088503773	4.137813165	5.727165417	3.069652159	2.6978829	4.330133978	5.691991445	5.385311333	5.486144079	4.931043243	4.478326558	5.270844724
PCSK6	na	2.503541272	1.330458243	2.691541507	3.069652159	1.1129204	4.330133978	1.722365094	1.592753413	4.06164625	2.609115148	3.099814934	2.383319453
PCSK7	na	4.219748306	4.500383244	3.829045031	3.069652159	2.335312821	2.008205883	4.385330107	6.220026718	5.023172103	5.272080161	6.660529889	5.7338167
PCSK9	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PCTP	na	3.155617969	1.330458243	4.276504008	3.069652159	2.987389518	3.593168384	3.307327595	3.033326004	2.135646832	3.346080743	0.77788684	1.646353859
PCYOX1	na	6.235345161	6.188439238	6.097533867	4.65461466	6.962586127	6.095668725	6.24592705	6.042786333	6.890534334	6.450417402	5.907169856	5.346793577
PCYOX1L	na	2.866111352	2.915420743	4.276504008	3.069652159	1.849885994	2.008205883	3.307327595	3.739594801	5.368307589	1.024152648	0.77788684	2.86874628
PCYT1A	na	5.424106805	5.030897961	5.124500914	3.069652159	5.142667743	2.008205883	3.596834212	5.261131922	3.720609333	5.41647007	5.532774342	4.148854199
PCYT1B	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	3.739594801	-0.186281263	1.024152648	0.77788684	3.520822977
PCYT2	na	1.281148851	5.030897961	3.176968334	3.069652159	2.6978829	3.593168384	2.944757515	2.244830109	1.398681238	1.024152648	4.237318458	2.86874628
PDAP1	na	1.281148851	1.330458243	0.369613412	3.069652159	2.987389518	2.008205883	0.137402593	0.370360991	2.983643738	1.024152648	2.36284934	0.061391358
PDC	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDCD1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	1.646353859
PDCD10	na	8.031576705	6.539911608	7.488554485	3.069652159	7.555863896	2.008205883	7.235434676	6.116315369	7.329418575	6.805512361	7.492132357	6.88157032
PDCD11	na	3.155617969	4.137813165	4.457076253	3.069652159	3.775885412	2.008205883	4.781258783	5.293193131	5.023172103	5.41647007	3.585241762	5.992128696
PDCD1LG2	na	4.650382661	4.137813165	4.276504008	3.069652159	2.6978829	2.008205883	4.660964549	3.033326004	2.983643738	5.547714604	0.77788684	2.383319453
PDCD2	na	5.122451105	4.500383244	5.124500914	3.069652159	4.282845401	5.178130885	4.995383588	3.033326004	4.457574927	5.111615489	5.421743029	6.569185998
PDCD2L	na	3.603076946	1.330458243	4.276504008	3.069652159	3.775885412	2.008205883	3.837842311	2.244830109	2.983643738	3.83150757	3.099814934	2.383319453
PDCD4	na	9.561919621	9.444200409	9.320898127	3.069652159	11.16412934	7.562794735	9.716718531	9.574116823	9.323493741	9.707147231	10.75373481	10.4067966
PDCD5	na	6.990807099	6.188439238	6.779004348	3.069652159	6.822578648	3.593168384	5.691991445	6.116315369	5.696361786	5.272080161	5.907169856	6.290210049
PDCD6	na	6.638700856	6.756722997	7.869459299	3.069652159	5.505237822	2.008205883	6.93181846	6.450734408	6.042537428	6.752073102	3.947811841	5.487656113
PDCD6IP	na	3.944113864	5.417921084	6.202503426	3.069652159	6.186169382	2.008205883	6.404189134	5.605577453	6.500219264	7.531947288	5.170204262	5.270844724
PDCD7	na	3.396626068	2.915420743	5.579066778	3.069652159	4.051519855	2.008205883	4.385330107	5.818821492	3.514158455	2.609115148	4.237318458	4.148854199
PDCL	na	7.840844593	5.854020199	6.779004348	3.069652159	7.510951474	4.330133978	6.613136024	7.343819204	6.042537428	6.068546767	7.464387367	7.577091196
PDCL2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDCL3	na	3.396626068	3.652386338	6.042038754	3.069652159	4.954222654	3.593168384	3.596834212	4.400108335	1.398681238	3.346080743	3.099814934	3.761831076
PDDC1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	2.609115148	0.77788684	1.646353859
PDE10A	na	2.018114445	1.330458243	0.369613412	3.069652159	1.849885994	2.008205883	3.596834212	3.914681507	2.135646832	2.609115148	3.947811841	2.383319453
PDE11A	na	4.451073852	3.652386338	3.176968334	3.069652159	3.61542074	2.008205883	3.596834212	5.052185031	4.20603616	3.346080743	0.77788684	1.646353859
PDE12	na	4.981588569	4.137813165	4.617540926	3.069652159	4.737411265	2.008205883	3.596834212	3.914681507	5.963465857	4.194077649	5.025814353	2.86874628
PDE1A	na	4.088503773	1.330458243	3.539538414	3.069652159	4.051519855	2.008205883	4.044293189	1.955323492	2.983643738	1.024152648	0.77788684	0.061391358
PDE1B	na	2.503541272	2.915420743	0.369613412	3.069652159	2.987389518	2.008205883	3.307327595	5.160437922	2.983643738	3.83150757	2.36284934	3.520822977
PDE1C	na	1.281148851	2.915420743	1.954575913	3.069652159	1.1129204	2.008205883	0.137402593	2.485838209	2.135646832	4.931043243	2.36284934	1.646353859
PDE2A	na	6.464370675	5.578385756	5.727165417	3.069652159	4.657240916	5.178130885	5.809827935	6.710210994	5.922243194	6.153435665	5.025814353	6.569185998
PDE3A	na	5.368611692	4.500383244	3.829045031	3.069652159	5.79474444	3.593168384	4.529720016	5.65576321	4.337280693	4.724592366	5.73208315	4.584953314
PDE3B	na	2.503541272	4.137813165	3.539538414	3.069652159	4.813360118	2.008205883	2.459330688	1.107326585	2.983643738	1.024152648	3.099814934	2.383319453
PDE4A	na	2.503541272	2.915420743	0.369613412	3.069652159	1.1129204	2.008205883	3.307327595	3.177715913	3.514158455	2.609115148	0.77788684	1.646353859
PDE4B	na	6.235345161	5.974314432	5.323809722	3.069652159	7.544766187	3.593168384	7.744732907	6.33229295	4.767915047	2.609115148	7.152926271	6.690747978
PDE4C	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	1.646353859
PDE4D	na	9.241150783	8.363881244	7.962070449	3.069652159	8.977106544	6.095668725	9.05924353	8.944008179	7.450343358	8.262557387	9.265726873	8.792710389
PDE4DIP	na	4.34004254	5.578385756	4.457076253	3.069652159	1.849885994	3.593168384	4.781258783	6.316779951	3.901181578	5.41647007	4.684777435	5.7338167
PDE5A	na	4.650382661	5.974314432	4.457076253	3.069652159	4.572352018	2.008205883	5.181796713	5.704261728	5.023172103	4.194077649	4.237318458	5.944034407
PDE6A	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDE6B	na	-0.30381365	1.330458243	0.369613412	4.65461466	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
PDE6C	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDE6D	na	5.122451105	5.854020199	6.150973126	3.069652159	6.348136861	2.008205883	5.62925569	4.807766304	4.568606239	4.194077649	5.025814353	4.148854199
PDE6G	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDE6H	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDE7A	na	4.74058047	5.237348838	4.761930835	3.069652159	6.06711671	2.008205883	5.346855959	4.975223049	4.943001754	3.83150757	4.865349681	4.148854199
PDE7B	na	5.368611692	1.330458243	4.617540926	3.069652159	4.385938894	3.593168384	3.596834212	5.160437922	3.901181578	3.346080743	3.585241762	2.86874628
PDE8A	na	8.46767582	6.45974126	6.042038754	3.069652159	7.262667519	2.008205883	7.235434676	7.009400165	6.500219264	5.978348958	7.99705536	6.401241361
PDE8B	na	4.34004254	4.137813165	3.829045031	3.069652159	4.171814089	2.008205883	4.385330107	5.840680926	4.06164625	4.194077649	3.947811841	5.015587668
PDE9A	na	-0.30381365	1.330458243	2.691541507	3.069652159	-0.472042101	2.008205883	0.137402593	1.955323492	2.621073659	1.024152648	0.77788684	0.061391358
PDF	na	3.603076946	1.330458243	4.07005313	3.069652159	2.335312821	2.008205883	1.722365094	1.592753413	3.901181578	1.024152648	2.36284934	1.646353859
PDGFA	na	4.219748306	4.137813165	4.276504008	3.069652159	4.051519855	2.008205883	5.091598904	5.924949843	6.042537428	5.111615489	4.865349681	5.346793577
PDGFB	na	1.281148851	3.652386338	1.954575913	3.069652159	-0.472042101	2.008205883	1.722365094	3.177715913	1.398681238	1.024152648	0.77788684	3.968281954
PDGFC	na	6.87609544	5.417921084	5.984323256	3.069652159	7.652079211	4.330133978	6.546793529	6.042786333	6.352877548	6.068546767	7.28568148	7.479243873
PDGFD	na	6.684871037	4.789889861	1.954575913	3.069652159	3.228397617	2.008205883	3.307327595	4.142950495	3.720609333	2.609115148	2.36284934	3.761831076
PDGFRA	na	8.167861565	7.111817956	5.124500914	3.069652159	6.995563449	5.178130885	7.337074938	7.164776858	5.368307589	6.450417402	6.660529889	6.88157032
PDGFRB	na	5.310896194	6.284654553	4.761930835	3.069652159	3.228397617	3.593168384	5.865323048	6.83524704	6.633897699	5.668008837	3.585241762	6.083759171
PDGFRL	na	7.929806027	4.137813165	1.954575913	3.069652159	5.309317613	4.330133978	4.995383588	7.120788845	2.983643738	8.555534108	4.237318458	7.050076045
PDHA1	na	6.615049588	6.284654553	6.598432103	3.069652159	6.646898972	4.330133978	6.737315436	7.816065627	6.555185723	6.309554866	6.755166763	7.668721672
PDHA2	na	4.088503773	6.085345745	1.954575913	5.391580254	3.434848495	6.531767839	0.137402593	3.033326004	2.135646832	1.024152648	0.77788684	3.520822977
PDHB	na	4.451073852	4.789889861	4.07005313	3.069652159	4.385938894	2.008205883	2.459330688	1.955323492	3.514158455	1.024152648	2.36284934	1.646353859
PDHX	na	6.036036353	4.789889861	4.893175368	3.069652159	4.572352018	2.008205883	5.752112437	5.160437922	5.099120956	4.931043243	5.421743029	4.705247548
PDIA2	na	1.281148851	4.789889861	0.369613412	6.239577161	-0.472042101	2.008205883	0.137402593	1.107326585	-0.186281263	1.024152648	4.478326558	1.646353859
PDIA3	na	8.557273256	8.679186397	8.849393676	3.069652159	8.21795587	4.815560805	9.329695408	8.086894686	9.35868317	8.012837334	9.199951606	8.100310347
PDIA3P	na	9.978116377	9.34726653	8.987998914	3.069652159	11.51557721	8.348055886	10.19674705	10.2288601	9.006011552	9.189059574	11.00550278	10.09893831
PDIA4	na	4.219748306	5.030897961	4.457076253	3.069652159	4.282845401	2.008205883	4.892290096	4.807766304	4.858112856	4.724592366	5.301448796	6.083759171
PDIA5	na	7.062508564	6.374852362	7.358298099	5.391580254	7.991482272	7.293608102	6.512442025	6.347640915	6.256662233	6.153435665	9.021060823	8.067015907
PDIA6	na	8.51955359	9.701145649	8.731557186	4.65461466	8.720250713	5.467637502	8.77764753	8.792425757	8.84989235	8.442005163	8.485245972	8.500183211
PDIK1L	na	2.866111352	1.330458243	3.829045031	3.069652159	2.6978829	2.008205883	5.809827935	3.033326004	4.671699732	4.483584266	3.585241762	0.061391358
PDILT	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDK1	na	4.451073852	5.030897961	4.617540926	3.069652159	5.717782458	2.008205883	4.781258783	4.277251587	4.20603616	6.69657799	6.063289058	5.015587668
PDK2	na	4.451073852	5.578385756	4.761930835	3.069652159	2.6978829	2.008205883	5.422804812	6.919824811	5.305571833	5.547714604	6.392596684	6.719602841
PDK3	na	3.783649191	4.137813165	4.761930835	3.069652159	5.309317613	4.330133978	3.596834212	3.739594801	4.671699732	3.83150757	5.170204262	4.309318871
PDK4	na	8.946484768	8.150637205	6.202503426	3.069652159	6.561380901	4.815560805	8.390068026	10.39596199	7.575269969	8.972519879	8.591668031	9.041530936
PDLIM1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	2.36284934	0.061391358
PDLIM2	na	-0.30381365	2.915420743	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	2.621073659	2.609115148	0.77788684	1.646353859
PDLIM3	na	5.762275541	4.500383244	0.369613412	3.069652159	4.657240916	2.008205883	5.422804812	5.443609973	2.621073659	6.954889985	3.947811841	4.584953314
PDLIM4	na	2.018114445	1.330458243	4.276504008	3.069652159	2.6978829	2.008205883	3.307327595	3.82979261	4.858112856	2.609115148	3.099814934	3.761831076
PDLIM5	na	8.292376106	7.396547433	8.659632259	3.069652159	8.351325139	3.593168384	8.026145842	8.672619106	8.424743534	8.204061738	7.977559184	8.396781713
PDLIM7	na	6.105577286	7.559276933	6.042038754	3.069652159	6.687829236	7.50005898	7.588613705	8.568396699	7.808072174	8.318773397	7.977559184	7.374274313
PDP2	na	2.018114445	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	2.244830109	2.983643738	2.609115148	0.77788684	0.061391358
PDPK1	na	3.944113864	5.417921084	5.013469602	3.069652159	4.954222654	4.815560805	4.044293189	5.443609973	4.767915047	6.233606013	4.865349681	6.251215917
PDPN	na	2.503541272	2.915420743	0.369613412	3.069652159	1.849885994	2.008205883	3.596834212	1.592753413	4.06164625	3.346080743	2.36284934	1.646353859
PDPR	na	2.503541272	4.137813165	4.761930835	3.069652159	2.987389518	4.330133978	4.781258783	3.82979261	4.943001754	3.346080743	5.73208315	4.309318871
PDRG1	na	3.603076946	1.330458243	1.954575913	3.069652159	3.434848495	2.008205883	3.307327595	0.370360991	1.398681238	1.024152648	0.77788684	2.383319453
PDS5A	na	7.48408891	7.559276933	7.215103463	3.069652159	9.195069441	5.178130885	8.108946147	7.677182194	7.785262291	7.894517367	8.072507588	7.221262695
PDS5B	na	6.915354871	6.688010247	5.984323256	3.069652159	6.928837335	3.593168384	6.441183342	4.277251587	5.83608655	5.978348958	6.660529889	5.487656113
PDSS1	na	4.905639716	4.500383244	3.539538414	3.069652159	3.775885412	5.708645601	2.459330688	3.177715913	2.621073659	4.194077649	3.099814934	3.231316359
PDSS2	na	2.018114445	3.652386338	3.539538414	3.069652159	2.6978829	2.008205883	3.307327595	3.643379486	6.003543296	1.024152648	0.77788684	1.646353859
PDX1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDXDC1	na	1.281148851	1.330458243	3.539538414	3.069652159	4.954222654	2.008205883	4.224865435	3.033326004	1.398681238	1.024152648	0.77788684	2.86874628
PDXK	na	2.018114445	5.722775665	7.215103463	3.069652159	4.737411265	2.008205883	6.159770406	6.436450182	5.922243194	7.173899767	5.301448796	6.470782294
PDYN	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDZD11	na	5.529076364	5.578385756	6.202503426	3.069652159	5.756776589	3.593168384	5.422804812	5.924949843	5.099120956	5.547714604	5.73208315	5.944034407
PDZD2	na	2.018114445	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	3.177715913	2.135646832	1.024152648	0.77788684	1.646353859
PDZD3	na	2.018114445	1.330458243	0.369613412	3.069652159	1.1129204	3.593168384	2.459330688	1.107326585	-0.186281263	1.024152648	5.532774342	1.646353859
PDZD4	na	3.155617969	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	4.211663245	-0.186281263	5.978348958	0.77788684	5.105785477
PDZD7	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	4.815560805	0.137402593	1.107326585	2.135646832	1.024152648	0.77788684	0.061391358
PDZD8	na	4.905639716	5.722775665	5.498896429	3.069652159	5.019810995	2.008205883	5.091598904	5.385311333	6.555185723	5.272080161	3.099814934	4.705247548
PDZD9	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
PDZK1	na	-0.30381365	1.330458243	2.691541507	3.069652159	3.228397617	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
